title,action,adventure,animation,comedy,drama,fantasy,filmnoir,horror,imax,musical,mystery,other,romance,scifi,thriller,war,western,average_rating
"Lost Boys, The (1987)",0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,3.0
Mannequin (1987),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Masters of the Universe (1987),1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.25
In the Mood For Love (Fa yeung nin wa) (2000),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Hannibal (2001),0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3.6666666666666665
Saving Silverman (Evil Woman) (2001),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0
Down to Earth (2001),0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.5
Sweet November (2001),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Company Man (2000),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
3000 Miles to Graceland (2001),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.5
"Mexican, The (2001)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Series 7: The Contenders (2001),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
15 Minutes (2001),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.5
"Fortune Cookie, The (1966)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Double Impact (1991),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Harley Davidson and the Marlboro Man (1991),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Navy Seals (1990),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1.5
Manhunter (1986),1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,3.0
Revenge of the Nerds (1984),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
Revenge of the Nerds II: Nerds in Paradise (1987),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
Enemy at the Gates (2001),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.125
Exit Wounds (2001),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5
"Dish, The (2001)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Memento (2000),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,4.277777777777778
Heartbreakers (2001),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Spy Kids (2001),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
Tomcats (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Tailor of Panama, The (2001)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.0
Amores Perros (Love's a Bitch) (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4.714285714285714
Along Came a Spider (2001),1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0
Blow (2001),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.375
Just Visiting (2001),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
Bridget Jones's Diary (2001),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.6875
Joe Dirt (2001),0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0
"Body, The (2001)",0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0
Chopper (2000),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.8333333333333335
Freddy Got Fingered (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Scarface (1983),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.625
Driven (2001),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
One Night at McCool's (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Town & Country (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Mummy Returns, The (2001)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2.6666666666666665
"World According to Garp, The (1982)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Frankie and Johnny (1991),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
"Knight's Tale, A (2001)",1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2
Angel Eyes (2001),0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3.5
Shrek (2001),0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,3.857142857142857
Moulin Rouge (2001),0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,3.0
Pearl Harbor (2001),1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,2.625
Himalaya (Himalaya - l'enfance d'un chef) (1999),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"Man Who Cried, The (2000)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Love Potion #9 (1992),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Postcards From the Edge (1990),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
City Slickers (1991),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5
Mississippi Burning (1988),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
"Magnificent Seven, The (1960)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.25
Throw Momma from the Train (1987),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Von Ryan's Express (1965),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.8333333333333335
"Animal, The (2001)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
What's the Worst That Could Happen? (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Evolution (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
Swordfish (2001),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Catch-22 (1970),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Point Break (1991),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.125
Unlawful Entry (1992),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Tootsie (1982),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Atlantis: The Lost Empire (2001),0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.166666666666667
Lara Croft: Tomb Raider (2001),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.375
Dr. Dolittle 2 (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Fast and the Furious, The (2001)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.3333333333333335
A.I. Artificial Intelligence (2001),0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.2142857142857144
Baby Boy (2001),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Sexy Beast (2000),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Princess and the Warrior, The (Krieger und die Kaiserin, Der) (2000)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,5.0
"Closet, The (Placard, Le) (2001)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Cats & Dogs (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.25
Kiss of the Dragon (2001),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
Scary Movie 2 (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3333333333333335
"Cannonball Run, The (1981)",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Man Who Shot Liberty Valance, The (1962)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0
Salvador (1986),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,4.0
Something Wild (1986),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"Garden of the Finzi-Continis, The (Giardino dei Finzi-Contini, Il) (1970)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Howling III: The Marsupials (1987),0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0
"Misfits, The (1961)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,3.5
Colonel Redl (Oberst Redl) (1985),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Obsession (1976),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2.0
Outland (1981),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0
Final Fantasy: The Spirits Within (2001),0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.6666666666666665
Legally Blonde (2001),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.875
"Score, The (2001)",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Accidental Tourist, The (1988)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.25
Above the Law (1988),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Adventures of Baron Munchausen, The (1988)",0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.75
Arthur 2: On the Rocks (1988),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.75
Bat*21 (1988),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5
"Blob, The (1988)",0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4.0
Caddyshack II (1988),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Clean and Sober (1988),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Cocktail (1988),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Coming to America (1988),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Critters (1986),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
D.O.A. (1988),0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,5.0
"Dead Pool, The (1988)",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.5
Dirty Rotten Scoundrels (1988),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.75
Ernest Saves Christmas (1988),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
Everybody's All-American (1988),0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Feds (1988),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0
"Great Outdoors, The (1988)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Land Before Time, The (1988)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.75
License to Drive (1988),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"Return of the Living Dead, The (1985)",0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,3.25
Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5.0
"Man from Snowy River, The (1982)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,4.0
Short Circuit (1986),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4.0
They Live (1988),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.0
Young Einstein (1988),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
American Ninja (1985),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Bill & Ted's Excellent Adventure (1989),0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.6
Blind Fury (1989),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
Casualties of War (1989),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5
Eddie and the Cruisers (1983),0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3.0
Her Alibi (1989),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
Lock Up (1989),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
Look Who's Talking (1989),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
Meet the Feebles (1989),0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.5
Miracle Mile (1989),0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4.0
New York Stories (1989),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Next of Kin (1989),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0
Parents (1989),0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0
Jurassic Park III (2001),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.5
America's Sweethearts (2001),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Ghost World (2001),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Hedwig and the Angry Inch (2000),0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,4.0
Planet of the Apes (2001),1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.375
Sea of Love (1989),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2.0
Shocker (1989),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
"Stepfather, The (1987)",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,5.0
Turner & Hooch (1989),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
"Cotton Club, The (1984)",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0
"Princess Diaries, The (2001)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.2
Rush Hour 2 (2001),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6666666666666665
Chocolat (1988),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Cage aux Folles, La (1978)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
American Pie 2 (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
"Others, The (2001)",0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3.5
On the Edge (2001),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Rat Race (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Jay and Silent Bob Strike Back (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75
Ghosts of Mars (2001),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2.0
Summer Catch (2001),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Together (Tillsammans) (2000),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Jeepers Creepers (2001),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0
O (2001),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0
"Wicker Man, The (1973)",0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,3.5
Training Day (2001),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.5
"Return of a Man Called Horse, The (1976)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.0
13 Ghosts (1960),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4.0
"It's a Mad, Mad, Mad, Mad World (1963)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"Little Foxes, The (1941)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Play Misty for Me (1971),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,5.0
"Vanishing, The (1993)",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0
Silkwood (1983),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Quadrophenia (1979),0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,5.0
Zoolander (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75
"Changeling, The (1980)",0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,4.0
Coal Miner's Daughter (1980),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
D.O.A. (1980),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0
"Dogs of War, The (1980)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2.0
Mulholland Drive (2001),0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,3.3333333333333335
Spriggan (Supurigan) (1998),1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0
Dirty Harry (1971),1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5.0
Not Without My Daughter (1991),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
From Hell (2001),0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3.6666666666666665
Riding in Cars with Boys (2001),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
Bangkok Dangerous (2000),1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5
K-PAX (2001),0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,4.0
Donnie Darko (2001),0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,4.0
Life as a House (2001),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.0
"Monsters, Inc. (2001)",0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.8181818181818183
"One, The (2001)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.333333333333333
Shallow Hal (2001),0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,2.0
Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.9545454545454546
Spy Game (2001),1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.3333333333333335
Jabberwocky (1977),0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.5
"Beastmaster, The (1982)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
"Now, Voyager (1942)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Little Women (1933),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.5
Dressed to Kill (1980),0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.0
"Final Countdown, The (1980)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
Flash Gordon (1980),1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.5
Ocean's Eleven (a.k.a. Ocean's 11) (1960),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
"Stunt Man, The (1980)",1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,3.0
Behind Enemy Lines (2001),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.0
Ocean's Eleven (2001),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.6
No Man's Land (2001),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.25
"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.535714285714286
Not Another Teen Movie (2001),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Vanilla Sky (2001),0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,4.5
"Royal Tenenbaums, The (2001)",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4.333333333333333
Bill & Ted's Bogus Journey (1991),0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,3.5
Jimmy Neutron: Boy Genius (2001),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Kate & Leopold (2001),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
"Lord of the Rings: The Fellowship of the Ring, The (2001)",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.4
"Majestic, The (2001)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
"Beautiful Mind, A (2001)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.3125
Fritz the Cat (1972),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
"Party, The (1968)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.75
Ali (2001),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Black Hawk Down (2001),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4.0
Gosford Park (2001),0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,3.5
I Am Sam (2001),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Monster's Ball (2001),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3.0
Murder by Death (1976),0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,3.0
"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3.5
Another 48 Hrs. (1990),1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,3.0
China Moon (1994),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
"Flight of Dragons, The (1982)",0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3.5
Dragonslayer (1981),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0
Conan the Destroyer (1984),1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0
Impostor (2002),1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4.5
Italian for Beginners (Italiensk for begyndere) (2000),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Brainstorm (1983),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0
Dragon: The Bruce Lee Story (1993),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
M*A*S*H (a.k.a. MASH) (1970),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,4.555555555555555
The Count of Monte Cristo (2002),1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3.25
"Walk to Remember, A (2002)",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.0
Slackers (2002),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Super Troopers (2001),0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4.166666666666667
Sleuth (1972),0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,4.0
Mean Machine (2001),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Monsoon Wedding (2001),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.75
Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,2.25
40 Days and 40 Nights (2002),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,4.0
We Were Soldiers (2002),1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.75
"Time Machine, The (2002)",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4.5
"Long Riders, The (1980)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5
"Oh, God! Book II (1980)",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0
Ice Age (2002),0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2
Resident Evil (2002),1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,4.5
Showtime (2002),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
And Your Mother Too (Y tu mamá también) (2001),0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4.4
Taps (1981),0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Smokey and the Bandit II (1980),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0
Stir Crazy (1980),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5
Blade II (2002),1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4.25
Death to Smoochy (2002),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Panic Room (2002),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4.0
"Rookie, The (2002)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.5
National Lampoon's Van Wilder (2002),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5
Rashomon (Rashômon) (1950),0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4.5
Frailty (2001),0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.5
"Sweetest Thing, The (2002)",0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5
My Big Fat Greek Wedding (2002),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.1666666666666665
Joe Versus the Volcano (1990),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.25
Three Men and a Baby (1987),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5
Three Men and a Little Lady (1990),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.75
Murder by Numbers (2002),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0
"Scorpion King, The (2002)",1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.25
Jason X (2002),0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3.0
Life or Something Like It (2002),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0
Spider-Man (2002),1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.4583333333333335
About a Boy (2002),0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3.9166666666666665
Star Wars: Episode II - Attack of the Clones (2002),1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3.25
"Importance of Being Earnest, The (2002)",0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,4.75
Insomnia (2002),1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,4.0
Spirit: Stallion of the Cimarron (2002),0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.0
"Sum of All Fears, The (2002)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3.25
"Desert Rats, The (1953)",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3.5
